大类,中类,小类,细分类,棚格图分类,棚格图名称,商品编码,名称,品牌,规格/容量/尺寸,规格,品种,包装,口味,售价,价格带,尺码,含糖量,成分特点,脂肪含量,是否有机,配方,片数范围,功效,适用人群/场景,进口/国产,肉种,酒精度数,香味,面条形状,加工工艺,颜色,订单数,销售,毛利,每订单门店数,每金额门店数,在售门店数,订单同比增长率,销售同比增长率,上市天数
23,2301_饼干糕点,2311_饼干,23111_威化饼干,2312,威化,800188233,雀巢脆脆鲨272g巧克力味夹心威化巧克力,雀巢,272g,200g/ml以上,威化饼干,盒,巧克力,21.9,15-24.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.0671,0.942582743,-151.0493504,14.8967,1.060914819,96,-0.1495564,-0.364684341,2841
23,2301_饼干糕点,2311_饼干,23114_早餐饼干,2314,饼干,800209173,嘉士利1000g牛奶早餐,嘉士利,1000g,200g/ml以上,早餐饼干,盒,牛奶,24.9,15-24.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.0905,2.172742577,38.95233081,11.0485,0.460247804,185,-0.29844961,-0.290662188,2841
23,2301_饼干糕点,2312_糕饼,23122_蛋糕蛋卷,2336,糕点,106528920,星七牌123g奶油味夹心小蛋卷,星七牌,123g,0-149g/ml,蛋糕蛋卷,袋,奶油、奶酪,26.9,20元以上,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.0056,0.124444444,-39.970576,178.5714,8.035714286,1,-0.89041096,-0.904962985,633
23,2301_饼干糕点,2311_饼干,23111_威化饼干,2312,威化,107954445,比斯奇果屋巧客416g牛奶味夹心威化饼干,比斯奇果屋,416g,200g/ml以上,威化饼干,盒,牛奶,26.9,25元以上,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.0056,0.029888889,-11.005,178.5714,33.45724907,1,-0.85416667,-0.964458777,661
23,2301_饼干糕点,2311_饼干,23111_威化饼干,2312,威化,103624975,钙芝405g奶酪味威化饼干罐装,钙芝,405g,200g/ml以上,威化饼干,罐,奶油、奶酪,28,25元以上,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.0056,0.102407407,12.21682667,179.6407,9.764918626,3,-0.93450292,-0.94338491,1507
23,2301_饼干糕点,2311_饼干,23111_威化饼干,2312,威化,104200091,可可乐300g奶油抹茶味卷心酥威化饼干,可可乐,300g,200g/ml以上,威化饼干,盒,抹茶,27.9,25元以上,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.0189,0.427477778,23.37589093,52.9474,2.339302888,15,-0.27307692,-0.371077704,1379
23,2301_饼干糕点,2311_饼干,23111_威化饼干,2312,威化,108064057,Tango350g奥朗探戈乳酪威化饼干,Tango,350g,200g/ml以上,威化饼干,罐,奶油、奶酪,29.8,25元以上,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.0185,0.270211111,-21.13794163,53.9957,3.700810066,15,-0.8088843,-0.881703833,441
23,2301_饼干糕点,2312_糕饼,23123_派,2336,糕点,800335667,好丽友680g巧克力派,好丽友,680g,300g/ml以上,派,盒,巧克力,29.9,20元以上,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.0522,1.447528257,8.374416012,19.174,0.690832801,196,-0.79326733,-0.834901025,2841
23,2301_饼干糕点,2311_饼干,23111_威化饼干,2312,威化,800396970,雀巢脆脆鲨480g花生味夹心威化巧克力,雀巢,480g,200g/ml以上,威化饼干,盒,巧克力,31.5,25元以上,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.1041,2.936572936,-20.16344982,9.6064,0.340533003,221,-0.14391447,-0.144214863,2841
23,2301_饼干糕点,2313_休闲糕饼,23131_休闲饼干,2314,饼干,102668343,旺旺918g大礼袋,旺旺,918g,300g/ml以上,休闲饼干,袋,混合,48,15元以上,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0,0,0,0,0,0,0,0,374
23,2301_饼干糕点,2312_糕饼,23122_蛋糕蛋卷,2336,糕点,107468640,茱蒂丝400g可可乐香草味蛋卷,茱蒂丝,400g,300g/ml以上,蛋糕蛋卷,罐,香草,49,20元以上,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.0111,0.832222222,-227.420315,90.0901,1.201602136,1,-0.59489051,0.025465498,790
23,2301_饼干糕点,2311_饼干,23116_曲奇饼干,2316,曲奇,102703743,peppapig_400g奇趣天地曲奇饼干,peppapig,400g,200g/ml以上,曲奇饼干,盒,原味,49,25元以上,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0,0,0,0,0,0,0,0,435
23,2301_饼干糕点,2311_饼干,23116_曲奇饼干,2316,曲奇,102703840,peppapig_500g快乐家族曲奇饼干,peppapig,500g,200g/ml以上,曲奇饼干,罐,原味,58,25元以上,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.0135,0.747119048,27.90354143,74.1525,1.338474776,7,-0.88674497,-0.880368233,1165
23,2301_饼干糕点,2311_饼干,23111_威化饼干,2312,威化,109801514,士力架31g轻脆黑米威化巧克力,士力架,31g,0-149g/ml,威化饼干,袋,巧克力,4.5,0-9.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.1478,0.810371141,28.40642311,6.7642,1.234002482,203,0.05,0.05,132
23,2301_饼干糕点,2311_饼干,23111_威化饼干,2312,威化,109801493,士力架31g轻脆紫薯威化巧克力,士力架,31g,0-149g/ml,威化饼干,袋,巧克力,4.5,0-9.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.1678,0.907598554,31.70019804,5.9611,1.101808719,199,0.05,0.05,132
23,2301_饼干糕点,2313_休闲糕饼,23131_休闲饼干,2314,饼干,106626415,瑞士乐48G灌心饼草莓味,瑞士乐,48g,0-99g/ml,休闲饼干,盒,草莓,4.8,0-9.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.0124,0.064363248,0.298131547,80.6952,15.53681694,13,-0.92,-0.917194176,1000
23,2301_饼干糕点,2313_休闲糕饼,23131_休闲饼干,2314,饼干,102247194,奥利奥47g柔滑香草慕斯味巧心结,奥利奥,47g,0-99g/ml,休闲饼干,盒,香草,5.5,0-9.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.2484,1.528686185,31.09026343,4.0264,0.654156497,210,-0.11254019,0.06300133,2038
23,2301_饼干糕点,2311_饼干,23115_夹心饼干,2314,饼干,109035979,奥利奥97g樱花抹茶味,奥利奥,97g,0-149g/ml,夹心饼干,袋,抹茶,6.5,0-9.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.0228,0.158094444,4.515268756,43.8982,6.325332958,10,0.05,0.05,346
23,2301_饼干糕点,2311_饼干,23115_夹心饼干,2314,饼干,104196773,奥利奥97g冰淇淋夹心抹茶味,奥利奥,97g,0-149g/ml,夹心饼干,袋,抹茶,6.9,0-9.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.5938,4.440345779,161.1100044,1.684,0.225207686,229,0.03143999,0.007276879,1379
23,2301_饼干糕点,2311_饼干,23115_夹心饼干,2314,饼干,108677451,格力高55g百奇牛奶味装饰饼干,格力高,55g,0-149g/ml,夹心饼干,盒,牛奶,7.5,0-9.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.2125,1.580530453,54.71999156,4.7068,0.632698977,227,0.27017334,0.208735081,469
23,2301_饼干糕点,2313_休闲糕饼,23131_休闲饼干,2314,饼干,106694653,BIKA100g牛奶味饼干,BIKA,100g,100-299g/ml,休闲饼干,袋,牛奶,8,0-9.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.0056,0.026666667,-15.269478,180.1802,37.5,2,-0.91752577,-0.948148303,979
23,2301_饼干糕点,2311_饼干,23115_夹心饼干,2314,饼干,108763683,惠溪原180g奶酪夹心饼干,惠溪原,180g,150-199g/ml,夹心饼干,袋,奶油、奶酪,7.9,0-9.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.0286,0.142323286,-30.02163884,34.9585,7.026257106,94,0.38834951,-0.110787775,441
23,2301_饼干糕点,2313_休闲糕饼,23131_休闲饼干,2314,饼干,106361955,好吃点150g甄好可多熊儿童饼干,好吃点,150g,100-299g/ml,休闲饼干,袋,原味,8.9,0-9.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.0084,0.159166667,-96.98253756,119.7605,6.282722513,2,-0.8852459,-0.757501356,1044
23,2301_饼干糕点,2311_饼干,23112_苏打饼干,2314,饼干,108355698,思朗168g原味麦麸梳打饼,思朗,168g,150-199g/ml,苏打饼干,盒,原味,9.9,0-9.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.0528,0.402815419,-4.109530191,18.9278,2.482526616,102,0.01930502,-0.237310385,549
23,2301_饼干糕点,2312_糕饼,23125_含馅饼、酥,2336,糕点,107968396,黄龙200g绿豆糕抹茶味,黄龙,200g,150-299g/ml,含馅饼、酥,盒,抹茶,9.9,0-11.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.0093,0.122166667,-54.186464,107.9137,8.185538881,3,-0.96050955,-0.946560689,651
23,2301_饼干糕点,2313_休闲糕饼,23132_休闲糕点,2336,糕点,108339997,Ho.mimi牌100G牛奶味小馒头,Ho.mimi,100g,100-299g/ml,休闲糕点,袋,牛奶,9.9,0-9.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.0389,0.417376522,5.058670783,25.7156,2.395918189,23,-0.72759104,-0.701898932,555
23,2301_饼干糕点,2313_休闲糕饼,23131_休闲饼干,2314,饼干,108071329,乐凯旋100g小丸烧,乐凯旋,100g,100-299g/ml,休闲饼干,袋,原味,9.9,0-9.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.0056,0.155,-74.01517089,179.6407,6.451612903,3,-0.92079208,-0.766698765,632
23,2301_饼干糕点,2311_饼干,23116_曲奇饼干,2316,曲奇,103919757,迪乐司100g草莓酱夹心曲奇饼干,迪乐司,100g,0-149g/ml,曲奇饼干,盒,草莓,9.9,0-9.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0,0,0,0,0,0,0,0,1430
23,2301_饼干糕点,2311_饼干,23111_威化饼干,2312,威化,107506870,温文120g牛奶威化卷注心威化饼干,温文,120g,0-149g/ml,威化饼干,盒,奶油、奶酪,9.9,0-9.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.0056,0.055555556,-17.17763,178.5714,18,1,-0.96327869,-0.953819384,644
23,2301_饼干糕点,2311_饼干,23115_夹心饼干,2314,饼干,107506933,温文156g牛奶巧克力夹心饼干,温文,156g,150-199g/ml,夹心饼干,盒,奶油、奶酪,9.9,0-9.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.0056,0.088888889,-28.647656,178.5714,11.25,1,-0.95994278,-0.91155363,644
23,2301_饼干糕点,2311_饼干,23116_曲奇饼干,2316,曲奇,100117708,皇冠90g巧克力腰果曲奇,皇冠,90g,0-149g/ml,曲奇饼干,盒,巧克力,11.5,10-14.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.1279,1.485809346,70.65947542,7.8199,0.67303386,220,0.09691252,0.065922793,2719
23,2301_饼干糕点,2313_休闲糕饼,23131_休闲饼干,2314,饼干,109502469,妮趣100g注心饼干抹茶味,妮趣,100g,100-299g/ml,休闲饼干,盒,抹茶,11.8,10-14.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.0844,0.946588889,63.43595756,11.8427,1.056424824,10,0.05,0.05,198
23,2301_饼干糕点,2312_糕饼,23121_面包,2336,糕点,106702385,盼盼310g奶香味老面包,盼盼,310g,300g/ml以上,面包,袋,牛奶,11.9,0-11.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.0917,0.79342399,15.1541841,10.9091,1.260360177,220,-0.67014388,-0.726834623,976
23,2301_饼干糕点,2311_饼干,23111_威化饼干,2312,威化,108064778,Tango160g奥朗探戈巧克力威化饼干,Tango,160g,150-199g/ml,威化饼干,盒,巧克力,12.8,10-14.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.0322,0.348575075,5.091160174,31.0494,2.868822447,74,-0.40808824,-0.447563056,490
23,2301_饼干糕点,2311_饼干,23111_威化饼干,2312,威化,108064751,Tango160g奥朗探戈香草味牛奶威化饼干,Tango,160g,150-199g/ml,威化饼干,盒,奶油、奶酪,12.8,10-14.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.0295,0.335321839,5.41917114,33.8963,2.982209577,58,-0.30424528,-0.30409879,490
23,2301_饼干糕点,2311_饼干,23111_威化饼干,2312,威化,108633926,钙芝180g奶酪味高钙威化饼干,钙芝,180g,150-199g/ml,威化饼干,罐,奶油、奶酪,12.9,10-14.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.0372,0.421742152,23.18755937,26.887,2.371117032,95,0.05,0.05,253
23,2301_饼干糕点,2311_饼干,23111_威化饼干,2312,威化,108658277,雀巢脆脆鲨123g柠檬味威化代可可脂巧克力,雀巢,123g,0-149g/ml,威化饼干,盒,巧克力,12.9,10-14.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.07,0.769154756,-52.22708729,14.2885,1.300128475,82,0.56950673,0.353152191,476
23,2301_饼干糕点,2313_休闲糕饼,23131_休闲饼干,2314,饼干,107536180,亿智120G汪汪队小狗造型饼干牛奶味,亿智,120g,100-299g/ml,休闲饼干,盒,牛奶,12.9,10-14.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.1406,1.799284669,55.23192237,7.1129,0.555776424,183,-0.19241815,-0.168800868,778
23,2301_饼干糕点,2311_饼干,23111_威化饼干,2312,威化,103625097,钙芝234g奶酪味威化饼干,钙芝,234g,200g/ml以上,威化饼干,盒,奶油、奶酪,12.8,10-14.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.0259,0.214353148,-23.39288924,38.5728,4.665198569,24,-0.77340332,-0.851538914,1268
23,2301_饼干糕点,2311_饼干,23115_夹心饼干,2314,饼干,800220852,奥利奥230g巧克力+花生双心脆,奥利奥,230g,200g/ml以上,夹心饼干,袋,混合,13.5,10-14.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0,0,0,0,0,0,0,0,2841
23,2301_饼干糕点,2313_休闲糕饼,23132_休闲糕点,2336,糕点,109502303,HO.mimi100g牛奶味迷你小馒头,Ho.mimi,100g,100-299g/ml,休闲糕点,罐,牛奶,13.8,10-14.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.0978,1.295067376,81.29605319,10.2298,0.772160598,47,0.05,0.05,198
23,2301_饼干糕点,2311_饼干,23111_威化饼干,2312,威化,101152302,星七牌110g可可奶油味威化饼干,星七牌,110g,0-149g/ml,威化饼干,袋,奶油、奶酪,13.8,10-14.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.0293,0.348175926,18.55828895,34.1038,2.872111268,18,-0.71386719,-0.725975206,702
23,2301_饼干糕点,2313_休闲糕饼,23131_休闲饼干,2314,饼干,107863367,超级飞侠120g迷你饼干巧克力味,超级飞侠,120g,100-299g/ml,休闲饼干,盒,巧克力,13.9,10-14.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.0527,0.46465231,-75.70986085,18.981,2.15214684,89,-0.62113587,-0.673488957,688
23,2301_饼干糕点,2311_饼干,23116_曲奇饼干,2316,曲奇,800388572,趣多多255g缤纷逗巧克力味曲奇饼干,趣多多,255g,200g/ml以上,曲奇饼干,袋,巧克力,14.5,10-14.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.081,0.902484234,-21.78365236,12.3468,1.108052598,216,-0.74496222,-0.768344786,2841
23,2301_饼干糕点,2311_饼干,23115_夹心饼干,2314,饼干,101906055,丽芝士180g芝心棒奶酪味夹心卷,丽芝士,180g,150-199g/ml,夹心饼干,盒,奶油、奶酪,14.8,10-14.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.1,1.435656488,91.14061741,9.9968,0.696545454,177,-0.54212454,-0.572549116,2232
23,2301_饼干糕点,2312_糕饼,23125_含馅饼、酥,2336,糕点,107457668,能芝75G蛋酥水果_蛋黄_牛奶,能芝,75g,0-149g/ml,含馅饼、酥,盒,混合,14.9,12-19.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.1524,2.167689698,125.674084,6.5602,0.46132064,105,-0.52434457,-0.518299019,792
23,2301_饼干糕点,2313_休闲糕饼,23132_休闲糕点,2336,糕点,106895359,B_CRIZPY45G巧克力布朗尼饼干,B-Crizpy,45g,0-99g/ml,休闲糕点,袋,巧克力,14.9,10-14.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.0065,0.2175,-64.74785,154.2416,4.597701149,6,-0.88831615,-0.707779186,757
23,2301_饼干糕点,2311_饼干,23116_曲奇饼干,2316,曲奇,101301742,趣多多255g香脆米粒味曲奇饼干,趣多多,255g,200g/ml以上,曲奇饼干,盒,原味,14.9,10-14.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.0056,0.022222222,-19.304442,178.5714,45,1,0.05,0.05,2514
23,2301_饼干糕点,2311_饼干,23111_威化饼干,2312,威化,103668572,爱时乐150g草莓味威化卷心酥(注心威化饼干),爱时乐,150g,150-199g/ml,威化饼干,罐,草莓,15.8,15-24.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.0356,0.464757821,15.37574027,28.0798,2.151658253,117,5.35714286,5.703237796,1343
23,2301_饼干糕点,2311_饼干,23116_曲奇饼干,2316,曲奇,106712807,珍妮维尼小熊96g芒果蔓越莓味爆浆曲奇,珍妮维尼小熊,96g,0-149g/ml,曲奇饼干,盒,混合,15.9,15-24.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0,0,0,0,0,0,0,0,972
23,2301_饼干糕点,2311_饼干,23111_威化饼干,2312,威化,100864439,卡布莱妮150g可可味威化饼干,卡布莱妮,150g,150-199g/ml,威化饼干,袋,巧克力,15.9,15-24.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.0056,0.426666667,-112.625064,178.5714,2.34375,1,-0.91666667,-0.547153791,2654
23,2301_饼干糕点,2313_休闲糕饼,23131_休闲饼干,2314,饼干,103581160,小猪160g注心饼（草莓）,怡浓,160g,100-299g/ml,休闲饼干,盒,草莓,15.9,15元以上,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.1688,2.53279454,37.02696125,5.9236,0.394820813,186,-0.33907596,-0.351492411,1416
23,2301_饼干糕点,2312_糕饼,23122_蛋糕蛋卷,2336,糕点,105316335,惠溪原128g原味厚实蛋卷,惠溪原,128g,0-149g/ml,蛋糕蛋卷,袋,原味,18.9,12-19.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.0439,0.496072016,-18.19466458,22.7901,2.015836344,108,-0.38081805,-0.44460254,1169
23,2301_饼干糕点,2312_糕饼,23122_蛋糕蛋卷,2336,糕点,109187294,百乐芬400g原味长崎,百乐芬,400g,300g/ml以上,蛋糕蛋卷,盒,原味,18.9,12-19.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.0077,0.125311828,-41.27312186,129.7614,7.980092672,31,0.05,0.05,289
23,2301_饼干糕点,2312_糕饼,23122_蛋糕蛋卷,2336,糕点,109187411,百乐芬400g抹茶味长崎,百乐芬,400g,300g/ml以上,蛋糕蛋卷,盒,抹茶,18.9,12-19.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.0056,0.074009259,-15.01308333,180.1802,13.51182284,6,0.05,0.05,264
23,2301_饼干糕点,2311_饼干,23115_夹心饼干,2314,饼干,108122991,惠利丰牌200G香草味威化夹心饼干,惠利丰,200g,200g/ml以上,夹心饼干,盒,香草,18.9,15-24.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.0111,0.352611111,-190.0304333,90.0901,2.835985505,3,-0.72110553,-0.518424867,617
23,2301_饼干糕点,2312_糕饼,23123_派,2336,糕点,800335666,好丽友408g巧克力派,好丽友,408g,300g/ml以上,派,盒,巧克力,19.5,12-19.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.7414,13.27788314,163.468847,1.3488,0.07531321,229,-0.266449,-0.249545391,2841
23,2301_饼干糕点,2311_饼干,23116_曲奇饼干,2316,曲奇,108691341,三只松鼠160g抹茶味曲奇匠芯,三只松鼠,160g,150-199g/ml,曲奇饼干,袋,抹茶,19.9,15-24.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.0718,1.124051346,-18.14721814,13.9369,0.889639075,71,0.82233503,0.487391955,469
23,2301_饼干糕点,2312_糕饼,23125_含馅饼、酥,2336,糕点,800027208,十月初五220g迷你合桃酥,十月初五,220g,150-299g/ml,含馅饼、酥,盒,原味,19.9,12-19.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.0734,1.426646097,43.73414523,13.623,0.700944686,155,-0.28875969,-0.304546107,2841
23,2301_饼干糕点,2312_糕饼,23125_含馅饼、酥,2336,糕点,108691261,三只松鼠456g原味黄金肉松饼,三只松鼠,456g,300g/ml以上,含馅饼、酥,袋,原味,19.9,12-19.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.0308,0.38864536,-36.54967585,32.4875,2.573039851,37,-0.29195402,-0.509248763,469
23,2301_饼干糕点,2312_糕饼,23125_含馅饼、酥,2336,糕点,108341077,77蜜兰诺96g白巧克力味松塔糕点,77,96g,0-149g/ml,含馅饼、酥,袋,巧克力,19.9,12-19.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.0218,0.34856746,-149.0112612,45.8115,2.868885119,14,-0.21014493,-0.361442374,554
23,2301_饼干糕点,2311_饼干,23116_曲奇饼干,2316,曲奇,109630698,趣多多340g香脆曲奇浓浓巧克力味,趣多多,340g,200g/ml以上,曲奇饼干,盒,巧克力,20.8,15-24.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.1993,3.924839052,59.39622476,5.0186,0.254787518,225,0.05,0.05,162
23,2301_饼干糕点,2311_饼干,23117_无糖及粗粮饼干,2314,饼干,108416809,谷优216g高膳食纤维谷物饼干无添加白砂糖原味饼干,活力谷优,216g,200g/ml以上,无糖及粗粮饼干,袋,原味,20.9,15-24.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.0351,0.674657778,16.29249625,28.494,1.482232967,41,-0.13333333,-0.223841998,532
23,2301_饼干糕点,2311_饼干,23111_威化饼干,2312,威化,103625071,钙芝648g奶酪味威化饼干,钙芝,648g,200g/ml以上,威化饼干,盒,奶油、奶酪,28.8,25元以上,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.0136,0.183949495,-38.88907491,73.3333,5.436274779,11,-0.78783151,-0.885516496,1507
23,2301_饼干糕点,2311_饼干,23111_威化饼干,2312,威化,108064680,Tango350g奥朗探戈巧克力威化饼干,Tango,350g,200g/ml以上,威化饼干,罐,巧克力,29.8,25元以上,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.0167,0.238296296,-24.42804157,60,4.196456326,6,-0.81108597,-0.883823672,441
23,2301_饼干糕点,2311_饼干,23111_威化饼干,2312,威化,104023080,丽巧克350g纳宝帝巧克力味威化饼干,丽芝士纳宝帝,350g,200g/ml以上,威化饼干,盒,巧克力,29.9,25元以上,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.0349,0.921753926,28.2202356,28.6316,1.084888246,136,-0.72776911,-0.697939568,1410
23,2301_饼干糕点,2311_饼干,23111_威化饼干,2312,威化,800396967,雀巢脆脆鲨480g巧克力味威化巧克力,雀巢,480g,200g/ml以上,威化饼干,盒,巧克力,31.5,25元以上,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.1517,4.458296804,37.82719513,6.5921,0.224300903,226,-0.12006961,-0.083886956,2841
23,2301_饼干糕点,2311_饼干,23113_雪米饼,2336,糕点,800182937,旺旺650g礼包,旺旺,650g,200g/ml以上,雪米饼,袋,混合,32,25元以上,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0,0,0,0,0,0,0,0,2841
23,2301_饼干糕点,2311_饼干,23111_威化饼干,2312,威化,108416981,Knoppers250g牛奶榛子巧克力威化饼干,knoppers,250g,200g/ml以上,威化饼干,袋,巧克力,39.9,25元以上,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.0805,2.97326749,65.92226464,12.4298,0.336330318,27,-0.62851869,-0.670225442,532
23,2301_饼干糕点,2313_休闲糕饼,23131_休闲饼干,2314,饼干,103706381,好吃点792g香脆,好吃点,792g,300g/ml以上,休闲饼干,盒,原味,44.5,15元以上,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.0143,0.963659853,11.76231522,69.8886,1.037710554,106,-0.81524548,-0.82513106,1528
23,2301_饼干糕点,2312_糕饼,23122_蛋糕蛋卷,2336,糕点,108756336,盼盼868g_加赠112g软华夫奶香味礼盒,盼盼,980g,300g/ml以上,蛋糕蛋卷,盒,牛奶,68,20元以上,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.0056,0.311111111,-277.157549,180.1802,3.214285714,2,-0.90344828,-0.922370869,444
23,2301_饼干糕点,2311_饼干,23116_曲奇饼干,2316,曲奇,800310715,丹麦蓝罐908g曲奇,蓝罐,908g,200g/ml以上,曲奇饼干,盒,原味,135,25元以上,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.0172,2.16948748,42.37990509,58.092,0.460938359,71,-0.40277778,-0.383608609,2841
23,2301_饼干糕点,2313_休闲糕饼,23131_休闲饼干,2314,饼干,800022338,达利115g熊字饼干,达利,115g,100-299g/ml,休闲饼干,袋,原味,3.5,0-9.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.3441,1.499444968,61.25482977,2.9063,0.666913439,228,-0.42226326,-0.440874644,2841
23,2301_饼干糕点,2313_休闲糕饼,23131_休闲饼干,2314,饼干,102247151,奥利奥47g浓情巧克力味巧心结,奥利奥,47g,0-99g/ml,休闲饼干,盒,巧克力,5.5,0-9.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.1524,0.948000791,10.7268544,6.5625,1.054851441,210,-0.47556779,-0.37368597,2038
23,2301_饼干糕点,2313_休闲糕饼,23131_休闲饼干,2314,饼干,800023339,滨崎80g心宠草莓味灌心饼干,滨崎,80g,0-99g/ml,休闲饼干,袋,草莓,5.5,0-9.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.1768,0.988425271,40.17843632,5.6552,1.011710272,158,-0.30775255,-0.279596561,2841
23,2301_饼干糕点,2313_休闲糕饼,23131_休闲饼干,2314,饼干,109264739,好吃点116g瑞多滋轻层脆饼干椰奶味,好吃点,116g,100-299g/ml,休闲饼干,袋,椰子,6.5,0-9.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.0885,0.523421386,5.307954217,11.3011,1.910506578,83,0.05,0.05,266
23,2301_饼干糕点,2311_饼干,23117_无糖及粗粮饼干,2314,饼干,800025575,好吃点168g高钎粗粮饼,好吃点,168g,150-199g/ml,无糖及粗粮饼干,袋,原味,6.5,0-9.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.2299,1.548686193,54.12984331,4.3495,0.645708604,224,-0.3260041,-0.356970642,2841
