大类,中类,小类,细分类,棚格图分类,棚格图名称,商品编码,名称,品牌,规格/容量/尺寸,规格,品种,包装,口味,售价,价格带,尺码,含糖量,成分特点,脂肪含量,是否有机,配方,片数范围,功效,适用人群/场景,进口/国产,肉种,酒精度数,香味,面条形状,加工工艺,颜色,订单数,销售,毛利,每订单门店数,每金额门店数,在售门店数,订单同比增长率,销售同比增长率,上市天数
23,2301_饼干糕点,2311_饼干,23112_苏打饼干,2314,饼干,108755739,太平436g精选饼干礼盒,太平,436g,200g/ml以上,苏打饼干,盒,原味,27.9,25元以上,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.0078,0.1707,-80.33959167,128.5347,5.858230814,5,-0.92184369,-0.946409955,444
23,2301_饼干糕点,2311_饼干,23116_曲奇饼干,2316,曲奇,101018912,歌尼斯500g混装华夫曲奇饼干,歌尼斯,500g,200g/ml以上,曲奇饼干,袋,原味,32.8,25元以上,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.0722,1.713856222,-25.03074193,13.8458,0.583479517,25,-0.22945571,-0.38496561,2603
23,2301_饼干糕点,2312_糕饼,23122_蛋糕蛋卷,2336,糕点,102781611,盼盼880g干蛋糕礼盒装,盼盼,880g,300g/ml以上,蛋糕蛋卷,盒,混合,67.9,20元以上,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.0278,0.713628205,-186.0408727,36.0011,1.401289905,13,-0.54049587,-0.827065916,1848
23,2301_饼干糕点,2313_休闲糕饼,23131_休闲饼干,2314,饼干,109093618,百醇126g草莓香草味犒享装,格力高,126g,100-299g/ml,休闲饼干,盒,草莓,20.5,15元以上,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.1306,2.073083333,-25.54820406,7.6596,0.482373277,34,0.05,0.05,295
23,2301_饼干糕点,2311_饼干,23115_夹心饼干,2314,饼干,104198226,奥利奥夹心466g原味家庭装,奥利奥,466g,200g/ml以上,夹心饼干,袋,原味,21.8,15-24.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.3851,8.06384786,120.2085857,2.5965,0.124010276,229,-0.49541405,-0.435509658,1379
23,2301_饼干糕点,2312_糕饼,23127_麻薯,2336,糕点,108628941,皇族210g太麻糬_椰丝芝麻糕,皇族,210g,150-299g/ml,麻薯,盒,椰子,22.9,20元以上,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.0056,0.5,-133.199295,178.5714,2,1,-0.95968323,-0.842822487,487
23,2301_饼干糕点,2311_饼干,23116_曲奇饼干,2316,曲奇,107448139,可可乐400g椰味曲奇饼干,可可乐,400g,200g/ml以上,曲奇饼干,罐,椰子,26,25元以上,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.0056,0.13,-26.281128,178.5714,7.692307692,1,-0.67630058,-0.71473485,790
23,2301_饼干糕点,2312_糕饼,23123_派,2336,糕点,103706487,达利园1200g巧克力派,达利园,1200g,300g/ml以上,派,盒,巧克力,54,20元以上,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.0137,0.883874802,14.65756385,73.2419,1.131381953,118,-0.81207133,-0.826146939,1528
23,2301_饼干糕点,2311_饼干,23116_曲奇饼干,2316,曲奇,800383946,GPR908g曲奇饼干,GPR金罐,908g,200g/ml以上,曲奇饼干,罐,原味,99,25元以上,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.0131,0.758604167,-60.34000547,76.4575,1.318210529,48,-0.41777778,-0.669798652,2841
23,2301_饼干糕点,2313_休闲糕饼,23131_休闲饼干,2314,饼干,800183170,滨崎25g草莓味心宠杯,滨崎,25g,0-99g/ml,休闲饼干,罐,草莓,2.9,0-9.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.1122,0.389164396,15.60222758,8.9154,2.569608142,137,-0.44701824,-0.459406667,2841
23,2301_饼干糕点,2311_饼干,23111_威化饼干,2312,威化,800022255,四洲50g草莓威化饼,四洲,50g,0-149g/ml,威化饼干,袋,草莓,2.9,0-9.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0,0,0,0,0,0,0,0,2841
23,2301_饼干糕点,2313_休闲糕饼,23131_休闲饼干,2314,饼干,107135829,喜之郎25G开心时间巧克趣巧克力味,喜之郎,25g,0-99g/ml,休闲饼干,罐,巧克力,3,0-9.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.2786,1.086788707,24.67287072,3.5894,0.920142061,61,-0.16084337,-0.136206639,800
23,2301_饼干糕点,2311_饼干,23115_夹心饼干,2314,饼干,101839104,好吃点100G草莓味甜蜜夹心饼,好吃点,100g,0-149g/ml,夹心饼干,袋,草莓,3.9,0-9.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.0643,0.214174603,-5.456634016,15.5556,4.669087675,7,-0.57018717,-0.670352739,1361
23,2301_饼干糕点,2311_饼干,23113_雪米饼,2336,糕点,800023290,旺旺52g仙贝,旺旺,52g,0-149g/ml,雪米饼,袋,原味,4.8,0-9.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.516,2.889312848,100.8789026,1.9378,0.346103054,215,16.43243243,17.60758323,2841
23,2301_饼干糕点,2313_休闲糕饼,23131_休闲饼干,2314,饼干,105987868,好丽友41G蘑菇力草莓酸奶味,好丽友,41g,0-99g/ml,休闲饼干,袋,草莓,4.9,0-9.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.264,1.379847347,51.70932353,3.7876,0.724717848,107,-0.04347826,-0.013381311,1126
23,2301_饼干糕点,2313_休闲糕饼,23131_休闲饼干,2314,饼干,800027876,奥利奥55g巧克力味巧脆卷,奥利奥,55g,0-99g/ml,休闲饼干,盒,巧克力,4.9,0-9.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.3397,2.051851273,40.80402083,2.944,0.487364759,227,-0.31318237,-0.119370133,2841
23,2301_饼干糕点,2313_休闲糕饼,23131_休闲饼干,2314,饼干,800328177,奥利奥mini55g巧克力味杯装小饼干,奥利奥,55g,0-99g/ml,休闲饼干,罐,巧克力,5.5,0-9.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.2708,1.830204206,12.51744759,3.6924,0.546387117,231,-0.22004608,-0.11539884,2841
23,2301_饼干糕点,2313_休闲糕饼,23131_休闲饼干,2314,饼干,800021687,滨崎80g心宠奶油灌心饼干,滨崎,80g,0-99g/ml,休闲饼干,袋,奶油、奶酪,5.5,0-9.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.1406,0.783528776,32.27879172,7.1148,1.276277312,157,-0.311122,-0.288572809,2841
23,2301_饼干糕点,2313_休闲糕饼,23131_休闲饼干,2314,饼干,800328176,奥利奥mini55g原味杯装小饼干,奥利奥,55g,0-99g/ml,休闲饼干,罐,原味,5.5,0-9.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.3457,2.396888058,24.59647436,2.893,0.417207636,228,-0.1958595,-0.030978306,2841
23,2301_饼干糕点,2311_饼干,23111_威化饼干,2312,威化,109204411,奥利奥42g威化小方焙烤榛果巧克力味,奥利奥,42g,0-149g/ml,威化饼干,袋,巧克力,5.5,0-9.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.2257,1.280381922,35.2813256,4.4313,0.781016963,50,0.05,0.05,288
23,2301_饼干糕点,2313_糕饼,23125_含馅饼、酥,2336,糕点,101761167,爱时乐60g巧克力味夹心棒,爱时乐,60g,0-149g/ml,含馅饼、酥,盒,巧克力,5.6,0-11.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.11,0.614145136,22.03138058,9.0899,1.628279607,86,0.63447251,0.911652356,2312
23,2301_饼干糕点,2311_饼干,23111_威化饼干,2312,威化,800388563,奥利奥64g巧克力味随心装巧克棒,奥利奥,64g,0-149g/ml,威化饼干,盒,巧克力,6.5,0-9.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.0736,0.443160423,-3.952792286,13.5961,2.256519194,205,-0.72393098,-0.760607658,2841
23,2301_饼干糕点,2312_糕饼,23121_面包,2336,糕点,800215714,达利160g香奶味法式软面包,达利,160g,150-299g/ml,面包,袋,牛奶,6.9,0-11.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.0181,0.125798611,3.934001,55.3825,7.949213359,16,-0.90300107,-0.904475942,2841
23,2301_饼干糕点,2312_糕饼,23122_蛋糕蛋卷,2336,糕点,104109422,沙耶朵100g醇香牛奶味夹心蛋卷,沙耶朵,100g,0-149g/ml,蛋糕蛋卷,盒,牛奶,6.9,0-11.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.0479,0.320859852,8.481457477,20.8611,3.116625512,105,-0.7372463,-0.751934669,1394
23,2301_饼干糕点,2313_休闲糕饼,23131_休闲饼干,2314,饼干,800279628,格力高50g抹茶香草味百奇,格力高,50g,0-99g/ml,休闲饼干,袋,香草,7.2,0-9.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.2448,1.746607824,70.67354285,4.0852,0.572538372,227,-0.31119865,-0.278713233,2841
23,2301_饼干糕点,2313_休闲糕饼,23131_休闲饼干,2314,饼干,105845430,格力高48g扁桃仁脆百奇香草牛奶味,格力高,48g,0-99g/ml,休闲饼干,袋,香草,7.8,0-9.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.007,0.076333333,-23.78741547,143.8849,13.10043668,4,-0.94989263,-0.927331176,1149
23,2301_饼干糕点,2313_休闲糕饼,23131_休闲饼干,2314,饼干,800226963,格力高48g百醇抹茶慕斯味饼干,格力高,48g,0-99g/ml,休闲饼干,盒,抹茶,7.8,0-9.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.6116,5.5201894,212.2987585,1.635,0.181153205,227,-0.17205902,-0.013248055,2841
23,2301_饼干糕点,2313_休闲糕饼,23131_休闲饼干,2314,饼干,800396825,旺仔210g小馒头,旺仔,210g,100-299g/ml,休闲饼干,盒,原味,10,10-14.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.228,2.329471785,55.71172568,4.3867,0.429281868,211,9.13333333,12.37564949,2841
23,2301_饼干糕点,2311_饼干,23111_威化饼干,2312,威化,109204251,奥利奥100g威化小方焙烤榛果巧克力味,奥利奥,100g,0-149g/ml,威化饼干,袋,巧克力,11.9,10-14.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.1671,1.896165197,39.08348414,5.9834,0.52738021,228,0.05,0.05,288
23,2301_饼干糕点,2311_饼干,23115_夹心饼干,2314,饼干,104197004,奥利奥夹心233g原味,奥利奥,233g,200g/ml以上,夹心饼干,袋,原味,12.5,10-14.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.5101,6.368685051,188.0731726,1.9606,0.157018284,231,-0.26635984,-0.140812682,1379
23,2301_饼干糕点,2311_饼干,23115_夹心饼干,2314,饼干,108273377,COCO_376g迷你奶油味夹心小黑饼干,COCO,376g,200g/ml以上,夹心饼干,袋,奶油、奶酪,12.8,10-14.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.1186,1.46990954,87.12049349,8.4337,0.680313974,70,0.05,0.05,168
23,2301_饼干糕点,2312_糕饼,23125_含馅饼、酥,2336,糕点,108696521,蜡笔小新128g牛轧糖经典原味,蜡笔小新,128g,0-149g/ml,含馅饼、酥,袋,原味,13.8,12-19.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.0232,0.270065657,2.068032455,43.036,3.702803284,11,-0.59369527,-0.656772193,449
23,2301_饼干糕点,2311_饼干,23115_夹心饼干,2314,饼干,101152142,星七牌95g干酪奶油味夹心饼干,星七牌,95g,0-149g/ml,夹心饼干,盒,奶油、奶酪,13.8,10-14.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.054,0.489080413,-2.849639395,18.5169,2.044653543,43,-0.25,-0.420201643,995
23,2301_饼干糕点,2313_休闲糕饼,23131_休闲饼干,2314,饼干,108459649,熊的熊150g动物饼干原味,熊的熊,150g,100-299g/ml,休闲饼干,盒,原味,13.8,10-14.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.0164,0.152125731,-4.476168538,61.0736,6.573509908,19,-0.82017544,-0.851933875,518
23,2301_饼干糕点,2312_糕饼,23125_含馅饼、酥,2336,糕点,102354424,溢湘斋250g龙须酥,溢香斋,250g,150-299g/ml,含馅饼、酥,袋,原味,13.8,12-19.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.2748,4.556145104,194.8124414,3.6387,0.219483791,32,-0.24401651,-0.171132141,1994
23,2301_饼干糕点,2312_糕饼,23124_华夫饼,2336,糕点,102247098,回头客336g华夫饼原味,回头客,336g,300g/ml以上,华夫饼,袋,原味,14,12-19.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.0056,0.066666667,-19.060536,178.5714,15,1,0,0.043705153,1500
23,2301_饼干糕点,2312_糕饼,23121_面包,2336,糕点,104577525,达利园400g早餐包,达利园,400g,300g/ml以上,面包,袋,原味,16.9,12-19.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.15,2.184374659,88.26633826,6.6656,0.457796924,228,-0.18211559,-0.293947098,1274
23,2301_饼干糕点,2313_休闲糕饼,23131_休闲饼干,2314,饼干,106739241,VIVIGA520G特浓牛乳干酪味饼干QS小V版,VIVIGA,520g,300g/ml以上,休闲饼干,袋,牛奶,16.9,15元以上,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.0056,0.074074074,-24.55978533,179.6407,13.5,3,-0.92503347,-0.927006234,937
23,2301_饼干糕点,2311_饼干,23115_夹心饼干,2314,饼干,101741182,嘉士利443g草莓味果酱夹心饼干,嘉士利,443g,200g/ml以上,夹心饼干,袋,草莓,16.9,15-24.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.1855,2.912949679,6.102686469,5.3915,0.343294636,223,-0.31143281,-0.324014236,2316
23,2301_饼干糕点,2311_饼干,23114_早餐饼干,2314,饼干,102424867,焙朗300g牛奶谷物味早餐饼,焙朗,300g,200g/ml以上,早餐饼干,袋,牛奶,18.9,15-24.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.0278,0.312285783,-44.48693764,36.0007,3.202195089,22,-0.51483421,-0.641913899,1976
23,2301_饼干糕点,2313_休闲糕饼,23131_休闲饼干,2314,饼干,100085540,旺仔210g妈妈罐特浓小馒头,旺仔,210g,100-299g/ml,休闲饼干,罐,原味,19.5,15元以上,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.0056,0.021666667,-12.20825156,178.5714,46.15384615,1,-0.80756014,-0.948816317,2757
23,2301_饼干糕点,2313_休闲糕饼,23131_休闲饼干,2314,饼干,108685566,格力高140g百奇分享装巧克力味,格力高,140g,100-299g/ml,休闲饼干,盒,巧克力,19.8,15元以上,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.097,1.598363715,15.43962708,10.305,0.625639828,214,0.09977324,-0.043721465,469
23,2301_饼干糕点,2311_饼干,23115_夹心饼干,2314,饼干,108114472,奥利奥380g巧轻脆提拉米苏味,奥利奥,380g,200g/ml以上,夹心饼干,盒,巧克力,21.8,15-24.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.0707,1.092027837,-53.4074246,14.1418,0.915727572,206,-0.32602479,-0.450945937,622
23,2301_饼干糕点,2311_饼干,23115_夹心饼干,2314,饼干,108114499,奥利奥380g巧轻脆草莓酸奶味,奥利奥,380g,200g/ml以上,夹心饼干,盒,草莓,21.8,15-24.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.1055,1.89830153,-15.61417636,9.4783,0.526786701,216,-0.06884378,-0.112464522,622
23,2301_饼干糕点,2312_糕饼,23123_派,2336,糕点,103373766,好丽友432g清新抹茶本味派,好丽友,432g,300g/ml以上,派,盒,抹茶,21.9,20元以上,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.2189,4.400567675,78.83993735,4.5682,0.227243409,226,-0.13444049,-0.108128228,1630
23,2301_饼干糕点,2311_饼干,23111_威化饼干,2312,威化,800188234,雀巢脆脆鲨272g黑芝麻味夹心威化巧克力,雀巢,272g,200g/ml以上,威化饼干,盒,巧克力,21.9,15-24.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.0549,0.712056829,-163.817536,18.2277,1.40438229,96,0.18574514,-0.094972431,2841
23,2301_饼干糕点,2311_饼干,23111_威化饼干,2312,威化,102219222,丽芝士纳宝帝350g奶酪威化夹心饼,丽芝士,350g,200g/ml以上,威化饼干,罐,奶油、奶酪,22.9,15-24.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.1703,3.910678589,108.7556568,5.8719,0.255710097,191,-0.32926349,-0.30401211,2064
23,2301_饼干糕点,2311_饼干,23111_威化饼干,2312,威化,108631242,可尼斯250g花生巧克力味威化卷,可尼斯,250g,200g/ml以上,威化饼干,罐,巧克力,24.9,15-24.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.0056,0.104074074,-54.93309933,179.6407,9.608540925,3,-0.78867925,-0.831789559,486
23,2301_饼干糕点,2311_饼干,23116_曲奇饼干,2316,曲奇,103580394,小猪120g曲奇礼盒中文版,小猪,120g,0-149g/ml,曲奇饼干,盒,原味,26.9,25元以上,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.0394,0.913784722,1.517574866,25.413,1.09434966,24,-0.67084378,-0.717547277,1416
23,2301_饼干糕点,2312_糕饼,23122_蛋糕蛋卷,2336,糕点,108375867,苏提拉192g泰趣卷椰子卷状饼干,苏提拉,192g,150-299g/ml,蛋糕蛋卷,盒,原味,29.9,20元以上,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.0827,2.532936034,112.4040873,12.0895,0.394798758,36,1.09367089,1.325449479,434
23,2301_饼干糕点,2312_糕饼,23125_含馅饼、酥,2336,糕点,108755721,迪乐司300g椰蓉酥,迪乐司,300g,300g/ml以上,含馅饼、酥,盒,椰子,33.8,20元以上,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.0161,0.339818639,-6.442982867,62.0694,2.942746176,100,-0.04166667,-0.386632724,444
23,2301_饼干糕点,2311_饼干,23116_曲奇饼干,2316,曲奇,105252853,趣多多380g曲奇饼干盒装,趣多多,380g,200g/ml以上,曲奇饼干,盒,原味,35.9,25元以上,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.0187,0.309363636,-158.850808,53.5019,3.232441963,11,-0.89246694,-0.952222904,1170
23,2301_饼干糕点,2311_饼干,23116_曲奇饼干,2316,曲奇,103580511,小猪佩奇100g牛奶曲奇造型礼盒,小猪,100g,0-149g/ml,曲奇饼干,盒,牛奶,46.5,25元以上,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.0111,0.278190476,-31.79805038,89.9743,3.594659363,7,-0.76875,-0.868069837,920
23,2301_饼干糕点,2311_饼干,23116_曲奇饼干,2316,曲奇,103802196,小猪408g两小无猜曲奇礼盒,小猪佩奇,408g,200g/ml以上,曲奇饼干,盒,原味,48.5,25元以上,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.0056,0.269444444,9.2325,178.5714,3.711340206,1,-0.9020979,-0.916673446,794
23,2301_饼干糕点,2311_饼干,23116_曲奇饼干,2316,曲奇,107440680,大润谷600g意式什锦曲奇礼听,大润谷,600g,200g/ml以上,曲奇饼干,盒,混合,58,25元以上,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.0056,0.027777778,-29.874173,178.5714,36,1,-0.76271186,-0.957895427,797
23,2301_饼干糕点,2311_饼干,23115_夹心饼干,2314,饼干,800219026,真巧120g巧克力酱心巧克力味饼干,真巧,120g,0-149g/ml,夹心饼干,袋,巧克力,4.5,0-9.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.1704,0.838966476,24.17331949,5.868,1.19194274,166,-0.23208653,-0.227767653,2841
23,2301_饼干糕点,2313_休闲糕饼,23131_休闲饼干,2314,饼干,108797429,健达1条装快乐河马,健达,30g,0-99g/ml,休闲饼干,袋,原味,4.8,0-9.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.2549,2.02143315,56.246183,3.9224,0.494698526,127,2.21843434,2.188653042,428
23,2301_饼干糕点,2311_饼干,23111_威化饼干,2312,威化,104023063,丽巧克145g纳宝帝巧克力味威化饼干,丽芝士纳宝帝,145g,0-149g/ml,威化饼干,盒,巧克力,4.9,0-9.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.3136,1.751958714,52.62006963,3.1885,0.570789706,86,-0.25065711,-0.239517942,1410
23,2301_饼干糕点,2313_糕饼,23125_含馅饼、酥,2336,糕点,102138019,爱时乐50克椰香味夹心棒,皇冠,50g,0-149g/ml,含馅饼、酥,盒,椰子,5.6,0-11.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.0056,0.243333333,-83.207254,179.6407,4.109589041,3,-0.88844622,-0.03092189,1343
23,2301_饼干糕点,2311_饼干,23116_曲奇饼干,2316,曲奇,101938111,法丽滋102g抹茶曲奇,法丽滋,102g,0-149g/ml,曲奇饼干,盒,抹茶,5.9,0-9.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.2668,1.613780461,65.0663393,3.748,0.619662974,229,-0.29399312,-0.309128274,1665
23,2301_饼干糕点,2313_休闲糕饼,23131_休闲饼干,2314,饼干,107857872,好丽友84g妙粒妙粒巧克力味饼干,好丽友,84g,0-99g/ml,休闲饼干,盒,巧克力,6.5,0-9.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.1042,0.678698273,16.02041307,9.5968,1.473408789,201,-0.36463415,-0.371385596,692
23,2301_饼干糕点,2312_糕饼,23129_沙琪玛,2336,糕点,108658402,惠溪原400g原味沙琪玛,惠溪原,400g,300g/ml以上,沙琪玛,袋,原味,9.9,0-11.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.1339,1.269993937,63.0278414,7.4701,0.787405334,229,0.09484873,0.053682833,476
23,2301_饼干糕点,2311_饼干,23116_曲奇饼干,2316,曲奇,102698083,迪乐司100g巧克力酱夹心曲奇饼干,迪乐司,100g,0-149g/ml,曲奇饼干,盒,巧克力,9.9,0-9.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.0167,0.465555556,-161.807873,59.8802,2.14797136,1,-0.78141361,-0.242691675,1430
23,2301_饼干糕点,2311_饼干,23116_曲奇饼干,2316,曲奇,103265909,法丽兹115g抹茶慕斯巧克力味曲奇,法丽兹,115g,0-149g/ml,曲奇饼干,袋,抹茶,9.9,0-9.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.3659,3.731138954,143.0536119,2.7327,0.268014677,230,-0.39650338,-0.378028947,1665
23,2301_饼干糕点,2313_休闲糕饼,23132_休闲糕点,2336,糕点,800024350,徽记400g青稞麦,徽记,400g,300g/ml以上,休闲糕点,袋,原味,11.5,10-14.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.0111,0.191666667,0.17625,90.0901,5.217391304,1,0.05,0.05,2841
23,2301_饼干糕点,2312_糕饼,23127_麻薯,2336,糕点,109161609,三只松鼠138g萌心团子棉花糖麻薯草莓味,三只松鼠,138g,0-149g/ml,麻薯,袋,草莓,11.9,0-11.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.1012,0.732097596,-91.28049149,9.877,1.365938101,107,0.05,0.05,295
23,2301_饼干糕点,2311_饼干,23115_夹心饼干,2314,饼干,104665162,小狗汪汪队80g注心饼草莓味,小狗汪汪队,80g,0-149g/ml,夹心饼干,盒,草莓,10.9,10-14.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.1651,1.778722244,55.78957232,6.0581,0.562201324,205,-0.25090744,-0.248660829,779
23,2301_饼干糕点,2311_饼干,23115_夹心饼干,2314,饼干,108114350,奥利奥190g巧轻脆提拉米苏味,奥利奥,190g,150-199g/ml,夹心饼干,盒,巧克力,11.5,10-14.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.1055,0.90640812,-36.53981567,9.4762,1.103255783,203,-0.50399624,-0.61854048,622
23,2301_饼干糕点,2312_糕饼,23129_沙琪玛,2336,糕点,108037649,徐福记220g紫薯牛奶味沙琪玛,徐福记,220g,150-299g/ml,沙琪玛,袋,牛奶,12.9,12-19.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.057,0.66507408,17.40243163,17.5342,1.503591901,64,-0.51858108,-0.555307089,626
23,2301_饼干糕点,2312_糕饼,23122_蛋糕蛋卷,2336,糕点,104663600,盼盼168g梅尼耶奶香味涂层蛋糕,盼盼,168g,150-299g/ml,蛋糕蛋卷,盒,原味,12.9,12-19.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.0914,0.848799721,-15.03071783,10.9424,1.178134223,209,-0.20452567,-0.328736758,1259
23,2301_饼干糕点,2311_饼干,23116_曲奇饼干,2316,曲奇,103258047,好吃点208g甄好曲奇椰奶味,好吃点,208g,200g/ml以上,曲奇饼干,袋,椰子,13.5,10-14.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.0833,1.067795028,37.25622334,12.0074,0.936509324,217,-0.46430868,-0.462401204,1589
23,2301_饼干糕点,2312_糕饼,23122_蛋糕蛋卷,2336,糕点,109262741,达利园240g好醇蛋糕巧克力味,达利园,240g,150-299g/ml,蛋糕蛋卷,袋,巧克力,13.5,12-19.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.0606,0.72652455,-2.562586002,16.4965,1.376415979,158,0.05,0.05,266
23,2301_饼干糕点,2313_休闲糕饼,23131_休闲饼干,2314,饼干,109508481,伟龙180g烤可可巧克力味韧性饼干,伟龙,180g,100-299g/ml,休闲饼干,盒,巧克力,13.5,10-14.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.1796,2.152132523,21.82465265,5.568,0.464655401,122,0.05,0.05,197
23,2301_饼干糕点,2313_休闲糕饼,23131_休闲饼干,2314,饼干,107863244,超级飞侠120g迷你饼干牛奶味,超级飞侠,120g,100-299g/ml,休闲饼干,盒,牛奶,13.9,10-14.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.0424,0.371622004,-46.8318114,23.5991,2.69090632,102,-0.76058724,-0.811860084,688
23,2301_饼干糕点,2311_饼干,23116_曲奇饼干,2316,曲奇,800026377,趣多多285g巧克力原味曲奇饼干,趣多多,285g,200g/ml以上,曲奇饼干,袋,巧克力,14.5,10-14.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.058,0.639816993,-19.76620332,17.2313,1.562946921,204,-0.88299375,-0.89794398,2841
23,2301_饼干糕点,2312_糕饼,23122_蛋糕蛋卷,2336,糕点,104663685,盼盼160g草莓味梅尼耶干蛋糕,盼盼,160g,150-299g/ml,蛋糕蛋卷,盒,草莓,14.9,12-19.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.0627,0.775477607,21.31155719,15.9464,1.289527887,205,0.13381555,0.470932715,1259
23,2301_饼干糕点,2313_休闲糕饼,23132_休闲糕点,2336,糕点,102354563,溢湘斋250g盒装灯芯糕,溢香斋,250g,100-299g/ml,休闲糕点,袋,原味,14.9,10-14.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.2406,5.598799808,206.0157027,4.156,0.178609708,29,-0.03256936,0.187566981,1994
